trigger_class,rt,prior,workerid,slide_number_in_experiment,question_type,prior_fact,Answer.time_in_minutes,trigger,short_trigger,content,response,block
C,9956,high_prior,366,19,projective,Danny loves cake,13.838166666666666,suggest,suggest,danny,0.06,block1
C,14670,high_prior,366,20,projective,Owen lives in Chicago,13.838166666666666,inform,inform,owen,0.95,block1
C,7150,low_prior,366,21,projective,Olivia has two small children,13.838166666666666,confirm,confirm,olivia,0.33,block1
MC,5537,,366,22,projective,Many children like ice cream,13.838166666666666,MC,MC,kids,0.15,block1
C,8715,low_prior,366,23,projective,Emma is in first grade,13.838166666666666,know,know,emma,0.88,block1
C,5992,low_prior,366,24,projective,Jackson is obese,13.838166666666666,announce,announce,jackson,0.32,block1
MC,6445,,366,25,projective,Muffins are sold at the bakery,13.838166666666666,MC,MC,muffins,0.06,block1
MC,7731,,366,26,projective,Pizza is sold at the pizzeria,13.838166666666666,MC,MC,pizza,0.1,block1
C,9458,high_prior,366,27,projective,Julian is Cuban,13.838166666666666,be_annoyed,be_annoyed,julian,1,block1
C,68522,low_prior,366,28,projective,Josie doesn't have a passport,13.838166666666666,hear,hear,josie,0.84,block1
C,134762,low_prior,366,29,projective,Jayden doesn't have a driver's license,13.838166666666666,think,think,jayden,0.25,block1
C,7770,low_prior,366,30,projective,Zoe is 5 years old,13.838166666666666,demonstrate,demonstrate,zoe,0.75,block1
C,7807,low_prior,366,32,ai,Zoe is 5 years old,13.838166666666666,demonstrate,demonstrate,zoe,0.68,block2
C,5593,low_prior,366,33,ai,Tony has been sober for 20 years,13.838166666666666,be_right,be_right,tony,1,block2
C,5632,high_prior,366,34,ai,Julian is Cuban,13.838166666666666,be_annoyed,be_annoyed,julian,0,block2
C,8146,low_prior,366,35,ai,Jayden doesn't have a driver's license,13.838166666666666,think,think,jayden,0,block2
C,4480,low_prior,366,36,ai,Charley lives in Korea,13.838166666666666,discover,discover,charley,0,block2
MC,3220,,366,37,ai,Pizza is sold at the pizzeria,13.838166666666666,MC,MC,pizza,1,block2
C,5302,high_prior,366,38,ai,Isabella is from Argentina,13.838166666666666,confess,confess,isabella,0.22,block2
MC,4856,,366,39,ai,Hats are worn on the head,13.838166666666666,MC,MC,hat,1,block2
C,3534,low_prior,366,40,ai,Mary is a middle school student,13.838166666666666,pretend,pretend,mary,0.13,block2
C,4948,high_prior,366,41,ai,Danny loves cake,13.838166666666666,suggest,suggest,danny,0.76,block2
C,6336,low_prior,366,42,ai,Josie doesn't have a passport,13.838166666666666,hear,hear,josie,0,block2
C,4960,high_prior,366,43,ai,Mia is a college student,13.838166666666666,say,say,mia,1,block2
C,7214,high_prior,366,44,ai,Josh is a 5-year old boy,13.838166666666666,admit,admit,josh,0.19,block2
MC,4202,,366,45,ai,Many children like ice cream,13.838166666666666,MC,MC,kids,1,block2
C,5280,high_prior,366,46,ai,Grace loves her sister,13.838166666666666,see,see,grace,0,block2
MC,6900,,366,47,ai,Garages are used to store cars and other things,13.838166666666666,MC,MC,garage,1,block2
C,3874,high_prior,366,48,ai,Owen lives in Chicago,13.838166666666666,inform,inform,owen,0,block2
C,5405,low_prior,366,49,ai,Olivia has two small children,13.838166666666666,confirm,confirm,olivia,1,block2
C,6974,low_prior,366,50,ai,Emma is in first grade,13.838166666666666,know,know,emma,0.09,block2
C,5220,low_prior,366,51,ai,Sophia is a high end fashion model,13.838166666666666,reveal,reveal,sophia,0.89,block2
C,4234,low_prior,366,52,ai,Jackson is obese,13.838166666666666,announce,announce,jackson,1,block2
MC,3778,,366,53,ai,Muffins are sold at the bakery,13.838166666666666,MC,MC,muffins,1,block2
MC,4365,,366,54,ai,Ballet is a type of dance,13.838166666666666,MC,MC,ballet,1,block2
C,6420,high_prior,366,55,ai,Frank has always wanted a pet,13.838166666666666,prove,prove,frank,0.17,block2
C,5433,high_prior,366,56,ai,Jon lives 2 blocks away from work,13.838166666666666,establish,establish,jon,1,block2
C,5356,high_prior,366,57,ai,Emily has been saving for a year,13.838166666666666,acknowledge,acknowledge,emily,0,block2
C,26134,low_prior,367,5,projective,Olivia has two small children,10.1657,confess,confess,olivia,0.04,block1
C,24633,high_prior,367,6,projective,Charley lives in Mexico,10.1657,pretend,pretend,charley,0.02,block1
MC,5865,,367,7,projective,Hats are worn on the head,10.1657,MC,MC,hat,0.06,block1
C,6459,low_prior,367,8,projective,Danny is a diabetic,10.1657,establish,establish,danny,0.79,block1
C,7241,high_prior,367,9,projective,Julian is Cuban,10.1657,acknowledge,acknowledge,julian,0.52,block1
C,9018,low_prior,367,10,projective,Isabella is a vegetarian,10.1657,reveal,reveal,isabella,0.03,block1
C,5205,high_prior,367,11,projective,Owen lives in Chicago,10.1657,inform,inform,owen,0.79,block1
C,4415,low_prior,367,12,projective,Emily never has any money,10.1657,see,see,emily,0.56,block1
C,3603,low_prior,367,13,projective,Jayden doesn't have a driver's license,10.1657,think,think,jayden,0.57,block1
C,15834,low_prior,367,14,projective,Emma is in first grade,10.1657,suggest,suggest,emma,0.56,block1
C,1430,low_prior,367,15,projective,Mary is a middle school student,10.1657,announce,announce,mary,0.58,block1
C,1536,low_prior,367,16,projective,Zoe is 5 years old,10.1657,admit,admit,zoe,0.55,block1
C,1494,high_prior,367,17,projective,Frank has always wanted a pet,10.1657,confirm,confirm,frank,0.57,block1
C,1494,high_prior,367,18,projective,Jon lives 2 blocks away from work,10.1657,be_annoyed,be_annoyed,jon,0.38,block1
C,1598,high_prior,367,19,projective,Mia is a college student,10.1657,know,know,mia,0.21,block1
C,6313,high_prior,367,20,projective,Josie loves France,10.1657,be_right,be_right,josie,0.38,block1
MC,5539,,367,21,projective,Garages are used to store cars and other things,10.1657,MC,MC,garage,0.02,block1
MC,8482,,367,22,projective,Muffins are sold at the bakery,10.1657,MC,MC,muffins,0.04,block1
C,27960,high_prior,367,23,projective,Grace loves her sister,10.1657,say,say,grace,0.96,block1
C,10954,low_prior,367,24,projective,Josh is a 75-year old man,10.1657,discover,discover,josh,0.03,block1
C,9696,high_prior,367,25,projective,Sophia is a hipster,10.1657,demonstrate,demonstrate,sophia,0.86,block1
C,10902,high_prior,367,26,projective,Tony really likes to party with his friends,10.1657,prove,prove,tony,0.07,block1
MC,9527,,367,27,projective,Many children like ice cream,10.1657,MC,MC,kids,0.03,block1
C,7400,low_prior,367,28,projective,Jackson is obese,10.1657,hear,hear,jackson,0.88,block1
MC,4140,,367,29,projective,Pizza is sold at the pizzeria,10.1657,MC,MC,pizza,0.02,block1
MC,14551,,367,30,projective,Ballet is a type of dance,10.1657,MC,MC,ballet,0.05,block1
MC,15591,,367,32,ai,Hats are worn on the head,10.1657,MC,MC,hat,0.98,block2
MC,38754,,367,33,ai,Garages are used to store cars and other things,10.1657,MC,MC,garage,0.85,block2
C,7510,high_prior,367,34,ai,Mia is a college student,10.1657,know,know,mia,0.84,block2
C,6962,high_prior,367,35,ai,Charley lives in Mexico,10.1657,pretend,pretend,charley,0.49,block2
C,17807,low_prior,367,36,ai,Zoe is 5 years old,10.1657,admit,admit,zoe,0.76,block2
C,29907,high_prior,367,37,ai,Josie loves France,10.1657,be_right,be_right,josie,0.55,block2
C,10422,low_prior,367,38,ai,Jayden doesn't have a driver's license,10.1657,think,think,jayden,0.04,block2
C,8053,low_prior,367,39,ai,Jackson is obese,10.1657,hear,hear,jackson,0.04,block2
C,7675,high_prior,367,40,ai,Owen lives in Chicago,10.1657,inform,inform,owen,0.78,block2
C,5897,low_prior,367,41,ai,Emma is in first grade,10.1657,suggest,suggest,emma,0.05,block2
C,7375,high_prior,367,42,ai,Tony really likes to party with his friends,10.1657,prove,prove,tony,0.36,block2
C,20819,high_prior,367,43,ai,Frank has always wanted a pet,10.1657,confirm,confirm,frank,0.19,block2
C,10379,low_prior,367,44,ai,Danny is a diabetic,10.1657,establish,establish,danny,0.06,block2
C,10086,low_prior,367,45,ai,Emily never has any money,10.1657,see,see,emily,0.69,block2
MC,5060,,367,46,ai,Muffins are sold at the bakery,10.1657,MC,MC,muffins,0.83,block2
MC,3871,,367,47,ai,Pizza is sold at the pizzeria,10.1657,MC,MC,pizza,0.84,block2
C,6921,low_prior,367,48,ai,Mary is a middle school student,10.1657,announce,announce,mary,0.03,block2
C,4954,high_prior,367,49,ai,Julian is Cuban,10.1657,acknowledge,acknowledge,julian,0.06,block2
C,4793,high_prior,367,50,ai,Jon lives 2 blocks away from work,10.1657,be_annoyed,be_annoyed,jon,0.84,block2
C,7268,high_prior,367,51,ai,Sophia is a hipster,10.1657,demonstrate,demonstrate,sophia,0.03,block2
C,8360,low_prior,367,52,ai,Isabella is a vegetarian,10.1657,reveal,reveal,isabella,0.78,block2
C,6335,high_prior,367,53,ai,Grace loves her sister,10.1657,say,say,grace,0.92,block2
C,6893,low_prior,367,54,ai,Josh is a 75-year old man,10.1657,discover,discover,josh,0.66,block2
MC,31587,,367,55,ai,Ballet is a type of dance,10.1657,MC,MC,ballet,0.8,block2
MC,6923,,367,56,ai,Many children like ice cream,10.1657,MC,MC,kids,0.89,block2
C,4634,low_prior,367,57,ai,Olivia has two small children,10.1657,confess,confess,olivia,0.05,block2
C,14954,low_prior,368,5,projective,Zoe is 5 years old,7.712066666666667,establish,establish,zoe,0.05,block1
C,9581,low_prior,368,6,projective,Owen lives in New Orleans,7.712066666666667,say,say,owen,0.29,block1
C,8758,high_prior,368,7,projective,Emily has been saving for a year,7.712066666666667,be_annoyed,be_annoyed,emily,0.92,block1
C,11514,high_prior,368,8,projective,Emma is in law school,7.712066666666667,pretend,pretend,emma,0.28,block1
C,6881,low_prior,368,9,projective,Tony has been sober for 20 years,7.712066666666667,announce,announce,tony,0.43,block1
MC,5238,,368,10,projective,Hats are worn on the head,7.712066666666667,MC,MC,hat,0,block1
C,6048,high_prior,368,11,projective,Mary is taking a prenatal yoga class,7.712066666666667,be_right,be_right,mary,0,block1
C,6193,low_prior,368,12,projective,Grace hates her sister,7.712066666666667,admit,admit,grace,0.92,block1
C,18220,high_prior,368,13,projective,Charley lives in Mexico,7.712066666666667,confirm,confirm,charley,0.6,block1
C,10078,high_prior,368,14,projective,Jayden's car is in the shop,7.712066666666667,know,know,jayden,0.8,block1
MC,17264,,368,15,projective,Many children like ice cream,7.712066666666667,MC,MC,kids,0,block1
MC,7298,,368,16,projective,Muffins are sold at the bakery,7.712066666666667,MC,MC,muffins,0,block1
MC,4470,,368,17,projective,Pizza is sold at the pizzeria,7.712066666666667,MC,MC,pizza,0,block1
MC,5703,,368,18,projective,Garages are used to store cars and other things,7.712066666666667,MC,MC,garage,0,block1
C,9509,low_prior,368,19,projective,Isabella is a vegetarian,7.712066666666667,confess,confess,isabella,0.58,block1
C,5689,high_prior,368,20,projective,Josie loves France,7.712066666666667,see,see,josie,0.85,block1
C,7761,high_prior,368,21,projective,Olivia works the third shift,7.712066666666667,hear,hear,olivia,0.91,block1
C,8404,low_prior,368,22,projective,Julian is German,7.712066666666667,discover,discover,julian,0.86,block1
C,7941,low_prior,368,23,projective,Jon lives 10 miles away from work,7.712066666666667,prove,prove,jon,0.22,block1
C,6640,high_prior,368,24,projective,Mia is a college student,7.712066666666667,think,think,mia,0.14,block1
C,6723,low_prior,368,25,projective,Danny is a diabetic,7.712066666666667,suggest,suggest,danny,0.07,block1
MC,4813,,368,26,projective,Ballet is a type of dance,7.712066666666667,MC,MC,ballet,0,block1
C,10070,low_prior,368,27,projective,Frank is allergic to cats,7.712066666666667,inform,inform,frank,0.49,block1
C,4954,high_prior,368,28,projective,Josh is a 5-year old boy,7.712066666666667,acknowledge,acknowledge,josh,0.72,block1
C,5670,low_prior,368,29,projective,Jackson is obese,7.712066666666667,demonstrate,demonstrate,jackson,0.49,block1
C,9650,high_prior,368,30,projective,Sophia is a hipster,7.712066666666667,reveal,reveal,sophia,0.66,block1
C,22476,high_prior,368,32,ai,Josie loves France,7.712066666666667,see,see,josie,0,block2
MC,4653,,368,33,ai,Garages are used to store cars and other things,7.712066666666667,MC,MC,garage,1,block2
C,7107,high_prior,368,34,ai,Mia is a college student,7.712066666666667,think,think,mia,0.15,block2
MC,4327,,368,35,ai,Hats are worn on the head,7.712066666666667,MC,MC,hat,1,block2
C,8830,low_prior,368,36,ai,Danny is a diabetic,7.712066666666667,suggest,suggest,danny,0.64,block2
C,10130,low_prior,368,37,ai,Tony has been sober for 20 years,7.712066666666667,announce,announce,tony,0.12,block2
C,11144,low_prior,368,38,ai,Zoe is 5 years old,7.712066666666667,establish,establish,zoe,0.2,block2
C,4046,high_prior,368,39,ai,Emma is in law school,7.712066666666667,pretend,pretend,emma,0.07,block2
C,7630,low_prior,368,40,ai,Jackson is obese,7.712066666666667,demonstrate,demonstrate,jackson,0.55,block2
C,9189,high_prior,368,41,ai,Emily has been saving for a year,7.712066666666667,be_annoyed,be_annoyed,emily,0,block2
C,7037,high_prior,368,42,ai,Charley lives in Mexico,7.712066666666667,confirm,confirm,charley,0.54,block2
C,4485,high_prior,368,43,ai,Olivia works the third shift,7.712066666666667,hear,hear,olivia,0,block2
MC,4634,,368,44,ai,Ballet is a type of dance,7.712066666666667,MC,MC,ballet,1,block2
C,5450,high_prior,368,45,ai,Sophia is a hipster,7.712066666666667,reveal,reveal,sophia,0.18,block2
C,6378,low_prior,368,46,ai,Frank is allergic to cats,7.712066666666667,inform,inform,frank,0,block2
C,8126,low_prior,368,47,ai,Julian is German,7.712066666666667,discover,discover,julian,0.1,block2
MC,4398,,368,48,ai,Muffins are sold at the bakery,7.712066666666667,MC,MC,muffins,1,block2
C,5724,low_prior,368,49,ai,Isabella is a vegetarian,7.712066666666667,confess,confess,isabella,0,block2
MC,4976,,368,50,ai,Many children like ice cream,7.712066666666667,MC,MC,kids,1,block2
C,6442,low_prior,368,51,ai,Grace hates her sister,7.712066666666667,admit,admit,grace,0,block2
C,9966,low_prior,368,52,ai,Owen lives in New Orleans,7.712066666666667,say,say,owen,0.34,block2
C,8004,high_prior,368,53,ai,Josh is a 5-year old boy,7.712066666666667,acknowledge,acknowledge,josh,0.23,block2
C,5120,low_prior,368,54,ai,Jon lives 10 miles away from work,7.712066666666667,prove,prove,jon,0.33,block2
C,6852,high_prior,368,55,ai,Jayden's car is in the shop,7.712066666666667,know,know,jayden,0.16,block2
MC,3533,,368,56,ai,Pizza is sold at the pizzeria,7.712066666666667,MC,MC,pizza,1,block2
C,6654,high_prior,368,57,ai,Mary is taking a prenatal yoga class,7.712066666666667,be_right,be_right,mary,1,block2
C,6831,low_prior,369,5,projective,Charley lives in Korea,7.88935,know,know,charley,0.05,block1
C,5213,high_prior,369,6,projective,Jayden's car is in the shop,7.88935,confirm,confirm,jayden,0.35,block1
C,3906,high_prior,369,7,projective,Frank has always wanted a pet,7.88935,be_right,be_right,frank,0.53,block1
C,6742,high_prior,369,8,projective,Josie loves France,7.88935,say,say,josie,0.72,block1
C,3106,high_prior,369,9,projective,Julian is Cuban,7.88935,think,think,julian,0.34,block1
C,3684,high_prior,369,10,projective,Jon lives 2 blocks away from work,7.88935,admit,admit,jon,0.3,block1
C,2921,low_prior,369,11,projective,Danny is a diabetic,7.88935,discover,discover,danny,0.24,block1
MC,3763,,369,12,projective,Many children like ice cream,7.88935,MC,MC,kids,0.31,block1
MC,3431,,369,13,projective,Hats are worn on the head,7.88935,MC,MC,hat,0.7,block1
MC,4522,,369,14,projective,Ballet is a type of dance,7.88935,MC,MC,ballet,0.19,block1
C,10456,low_prior,369,15,projective,Emma is in first grade,7.88935,inform,inform,emma,0.13,block1
C,3212,high_prior,369,16,projective,Tony really likes to party with his friends,7.88935,see,see,tony,0.72,block1
C,4481,low_prior,369,17,projective,Owen lives in New Orleans,7.88935,establish,establish,owen,0.07,block1
MC,4734,,369,18,projective,Pizza is sold at the pizzeria,7.88935,MC,MC,pizza,0.27,block1
C,2869,high_prior,369,19,projective,Grace loves her sister,7.88935,demonstrate,demonstrate,grace,0.61,block1
C,2168,low_prior,369,20,projective,Josh is a 75-year old man,7.88935,suggest,suggest,josh,0.32,block1
C,2627,low_prior,369,21,projective,Mia is a nun,7.88935,hear,hear,mia,0.08,block1
C,3940,low_prior,369,22,projective,Zoe is 5 years old,7.88935,pretend,pretend,zoe,0.1,block1
C,2509,low_prior,369,23,projective,Sophia is a high end fashion model,7.88935,reveal,reveal,sophia,0.24,block1
C,3248,high_prior,369,24,projective,Jackson is training for a marathon,7.88935,confess,confess,jackson,0.82,block1
C,2701,high_prior,369,25,projective,Emily has been saving for a year,7.88935,acknowledge,acknowledge,emily,0.65,block1
C,2971,low_prior,369,26,projective,Olivia has two small children,7.88935,be_annoyed,be_annoyed,olivia,0.3,block1
C,7782,low_prior,369,27,projective,Isabella is a vegetarian,7.88935,announce,announce,isabella,0.14,block1
MC,2608,,369,28,projective,Muffins are sold at the bakery,7.88935,MC,MC,muffins,0.65,block1
MC,3732,,369,29,projective,Garages are used to store cars and other things,7.88935,MC,MC,garage,0.67,block1
C,4233,high_prior,369,30,projective,Mary is taking a prenatal yoga class,7.88935,prove,prove,mary,0.66,block1
C,4431,high_prior,369,32,ai,Grace loves her sister,7.88935,demonstrate,demonstrate,grace,0.45,block2
C,2538,high_prior,369,33,ai,Mary is taking a prenatal yoga class,7.88935,prove,prove,mary,0.61,block2
C,2749,high_prior,369,34,ai,Jayden's car is in the shop,7.88935,confirm,confirm,jayden,0.55,block2
C,2688,low_prior,369,35,ai,Mia is a nun,7.88935,hear,hear,mia,0.22,block2
MC,2869,,369,36,ai,Muffins are sold at the bakery,7.88935,MC,MC,muffins,0.59,block2
MC,3621,,369,37,ai,Pizza is sold at the pizzeria,7.88935,MC,MC,pizza,0.35,block2
C,2400,high_prior,369,38,ai,Frank has always wanted a pet,7.88935,be_right,be_right,frank,0.61,block2
C,42590,high_prior,369,39,ai,Tony really likes to party with his friends,7.88935,see,see,tony,0.62,block2
MC,1807,,369,40,ai,Ballet is a type of dance,7.88935,MC,MC,ballet,0.71,block2
C,2151,low_prior,369,41,ai,Sophia is a high end fashion model,7.88935,reveal,reveal,sophia,0.28,block2
C,4560,low_prior,369,42,ai,Zoe is 5 years old,7.88935,pretend,pretend,zoe,0.24,block2
MC,2087,,369,43,ai,Many children like ice cream,7.88935,MC,MC,kids,0.28,block2
C,3016,low_prior,369,44,ai,Emma is in first grade,7.88935,inform,inform,emma,0.09,block2
C,2869,low_prior,369,45,ai,Olivia has two small children,7.88935,be_annoyed,be_annoyed,olivia,0.32,block2
C,2168,low_prior,369,46,ai,Owen lives in New Orleans,7.88935,establish,establish,owen,0.13,block2
C,2386,low_prior,369,47,ai,Charley lives in Korea,7.88935,know,know,charley,0.16,block2
C,2465,low_prior,369,48,ai,Josh is a 75-year old man,7.88935,suggest,suggest,josh,0.11,block2
C,2266,high_prior,369,49,ai,Josie loves France,7.88935,say,say,josie,0.64,block2
MC,2356,,369,50,ai,Garages are used to store cars and other things,7.88935,MC,MC,garage,0.67,block2
MC,2129,,369,51,ai,Hats are worn on the head,7.88935,MC,MC,hat,0.67,block2
C,2204,high_prior,369,52,ai,Emily has been saving for a year,7.88935,acknowledge,acknowledge,emily,0.69,block2
C,2171,high_prior,369,53,ai,Jon lives 2 blocks away from work,7.88935,admit,admit,jon,0.21,block2
C,2573,low_prior,369,54,ai,Isabella is a vegetarian,7.88935,announce,announce,isabella,0.09,block2
C,2702,high_prior,369,55,ai,Julian is Cuban,7.88935,think,think,julian,0.67,block2
C,3367,high_prior,369,56,ai,Jackson is training for a marathon,7.88935,confess,confess,jackson,0.73,block2
C,2194,low_prior,369,57,ai,Danny is a diabetic,7.88935,discover,discover,danny,0.15,block2
C,17647,high_prior,370,5,ai,Josh is a 5-year old boy,6.820783333333333,know,know,josh,0,block1
C,9511,high_prior,370,6,ai,Olivia works the third shift,6.820783333333333,acknowledge,acknowledge,olivia,0.01,block1
MC,11848,,370,7,ai,Many children like ice cream,6.820783333333333,MC,MC,kids,1,block1
C,12192,high_prior,370,8,ai,Josie loves France,6.820783333333333,prove,prove,josie,0,block1
C,15656,high_prior,370,9,ai,Julian is Cuban,6.820783333333333,establish,establish,julian,0.78,block1
C,7680,high_prior,370,10,ai,Mary is taking a prenatal yoga class,6.820783333333333,pretend,pretend,mary,0,block1
C,8544,high_prior,370,11,ai,Jackson is training for a marathon,6.820783333333333,suggest,suggest,jackson,0.57,block1
C,6064,high_prior,370,12,ai,Jayden's car is in the shop,6.820783333333333,hear,hear,jayden,0,block1
C,8352,low_prior,370,13,ai,Emma is in first grade,6.820783333333333,reveal,reveal,emma,1,block1
C,9608,low_prior,370,14,ai,Emily never has any money,6.820783333333333,say,say,emily,1,block1
C,5768,high_prior,370,15,ai,Grace loves her sister,6.820783333333333,announce,announce,grace,1,block1
MC,6769,,370,16,ai,Pizza is sold at the pizzeria,6.820783333333333,MC,MC,pizza,1,block1
C,9319,low_prior,370,17,ai,Mia is a nun,6.820783333333333,confirm,confirm,mia,0.23,block1
MC,5376,,370,18,ai,Muffins are sold at the bakery,6.820783333333333,MC,MC,muffins,1,block1
MC,5856,,370,19,ai,Hats are worn on the head,6.820783333333333,MC,MC,hat,1,block1
MC,7768,,370,20,ai,Garages are used to store cars and other things,6.820783333333333,MC,MC,garage,1,block1
C,9568,low_prior,370,21,ai,Charley lives in Korea,6.820783333333333,inform,inform,charley,0,block1
C,7032,low_prior,370,22,ai,Tony has been sober for 20 years,6.820783333333333,admit,admit,tony,0.84,block1
C,7680,high_prior,370,23,ai,Zoe is a math major,6.820783333333333,think,think,zoe,0,block1
C,7648,low_prior,370,24,ai,Isabella is a vegetarian,6.820783333333333,discover,discover,isabella,1,block1
MC,5704,,370,25,ai,Ballet is a type of dance,6.820783333333333,MC,MC,ballet,1,block1
C,5736,high_prior,370,26,ai,Sophia is a hipster,6.820783333333333,demonstrate,demonstrate,sophia,0.71,block1
C,6680,low_prior,370,27,ai,Owen lives in New Orleans,6.820783333333333,be_right,be_right,owen,1,block1
C,5128,low_prior,370,28,ai,Jon lives 10 miles away from work,6.820783333333333,be_annoyed,be_annoyed,jon,0,block1
C,4056,low_prior,370,29,ai,Frank is allergic to cats,6.820783333333333,see,see,frank,0,block1
C,6488,low_prior,370,30,ai,Danny is a diabetic,6.820783333333333,confess,confess,danny,0.68,block1
C,10551,low_prior,370,32,projective,Tony has been sober for 20 years,6.820783333333333,admit,admit,tony,0,block2
MC,2752,,370,33,projective,Pizza is sold at the pizzeria,6.820783333333333,MC,MC,pizza,0,block2
C,4888,high_prior,370,34,projective,Sophia is a hipster,6.820783333333333,demonstrate,demonstrate,sophia,0.23,block2
C,6848,high_prior,370,35,projective,Jayden's car is in the shop,6.820783333333333,hear,hear,jayden,1,block2
C,8544,high_prior,370,36,projective,Julian is Cuban,6.820783333333333,establish,establish,julian,0,block2
MC,4408,,370,37,projective,Hats are worn on the head,6.820783333333333,MC,MC,hat,0,block2
C,5392,high_prior,370,38,projective,Mary is taking a prenatal yoga class,6.820783333333333,pretend,pretend,mary,0.11,block2
C,5752,low_prior,370,39,projective,Owen lives in New Orleans,6.820783333333333,be_right,be_right,owen,0,block2
C,5544,low_prior,370,40,projective,Charley lives in Korea,6.820783333333333,inform,inform,charley,1,block2
C,5096,high_prior,370,41,projective,Josie loves France,6.820783333333333,prove,prove,josie,0,block2
C,5576,high_prior,370,42,projective,Olivia works the third shift,6.820783333333333,acknowledge,acknowledge,olivia,1,block2
MC,2896,,370,43,projective,Garages are used to store cars and other things,6.820783333333333,MC,MC,garage,0,block2
MC,3936,,370,44,projective,Many children like ice cream,6.820783333333333,MC,MC,kids,0,block2
C,7240,low_prior,370,45,projective,Mia is a nun,6.820783333333333,confirm,confirm,mia,0,block2
C,9199,high_prior,370,46,projective,Zoe is a math major,6.820783333333333,think,think,zoe,0.36,block2
C,4712,low_prior,370,47,projective,Emma is in first grade,6.820783333333333,reveal,reveal,emma,0,block2
C,4768,high_prior,370,48,projective,Josh is a 5-year old boy,6.820783333333333,know,know,josh,1,block2
C,5712,low_prior,370,49,projective,Danny is a diabetic,6.820783333333333,confess,confess,danny,0,block2
C,7720,high_prior,370,50,projective,Grace loves her sister,6.820783333333333,announce,announce,grace,0.24,block2
C,3624,low_prior,370,51,projective,Emily never has any money,6.820783333333333,say,say,emily,0,block2
C,4016,high_prior,370,52,projective,Jackson is training for a marathon,6.820783333333333,suggest,suggest,jackson,0,block2
MC,4608,,370,53,projective,Muffins are sold at the bakery,6.820783333333333,MC,MC,muffins,0,block2
C,4880,low_prior,370,54,projective,Jon lives 10 miles away from work,6.820783333333333,be_annoyed,be_annoyed,jon,1,block2
C,4216,low_prior,370,55,projective,Frank is allergic to cats,6.820783333333333,see,see,frank,1,block2
C,6688,low_prior,370,56,projective,Isabella is a vegetarian,6.820783333333333,discover,discover,isabella,0.25,block2
MC,3032,,370,57,projective,Ballet is a type of dance,6.820783333333333,MC,MC,ballet,0,block2
C,18795,low_prior,371,5,ai,Owen lives in New Orleans,7.9078333333333335,inform,inform,owen,0.6,block1
C,7032,high_prior,371,6,ai,Olivia works the third shift,7.9078333333333335,confirm,confirm,olivia,0.73,block1
MC,6994,,371,7,ai,Pizza is sold at the pizzeria,7.9078333333333335,MC,MC,pizza,1,block1
C,11710,low_prior,371,8,ai,Isabella is a vegetarian,7.9078333333333335,know,know,isabella,0.54,block1
C,4721,low_prior,371,9,ai,Jackson is obese,7.9078333333333335,hear,hear,jackson,0.76,block1
C,8037,low_prior,371,10,ai,Frank is allergic to cats,7.9078333333333335,establish,establish,frank,0.83,block1
MC,4883,,371,11,ai,Garages are used to store cars and other things,7.9078333333333335,MC,MC,garage,0.93,block1
C,5382,low_prior,371,12,ai,Danny is a diabetic,7.9078333333333335,discover,discover,danny,0.9,block1
C,89239,high_prior,371,13,ai,Jayden's car is in the shop,7.9078333333333335,think,think,jayden,0.86,block1
C,10837,high_prior,371,14,ai,Tony really likes to party with his friends,7.9078333333333335,say,say,tony,0.74,block1
C,4911,low_prior,371,15,ai,Julian is German,7.9078333333333335,demonstrate,demonstrate,julian,0.7,block1
C,2779,high_prior,371,16,ai,Grace loves her sister,7.9078333333333335,acknowledge,acknowledge,grace,0.81,block1
C,6080,low_prior,371,17,ai,Mary is a middle school student,7.9078333333333335,see,see,mary,0.59,block1
C,2595,high_prior,371,18,ai,Sophia is a hipster,7.9078333333333335,admit,admit,sophia,0.85,block1
MC,3300,,371,19,ai,Many children like ice cream,7.9078333333333335,MC,MC,kids,0.72,block1
C,3475,high_prior,371,20,ai,Josie loves France,7.9078333333333335,prove,prove,josie,0.77,block1
MC,2987,,371,21,ai,Hats are worn on the head,7.9078333333333335,MC,MC,hat,0.72,block1
C,4566,high_prior,371,22,ai,Charley lives in Mexico,7.9078333333333335,announce,announce,charley,0.65,block1
C,9043,low_prior,371,23,ai,Emily never has any money,7.9078333333333335,be_annoyed,be_annoyed,emily,0.64,block1
C,4309,high_prior,371,24,ai,Zoe is a math major,7.9078333333333335,reveal,reveal,zoe,0.88,block1
C,2787,low_prior,371,25,ai,Emma is in first grade,7.9078333333333335,be_right,be_right,emma,0.77,block1
MC,4330,,371,26,ai,Muffins are sold at the bakery,7.9078333333333335,MC,MC,muffins,0.7,block1
C,4469,high_prior,371,27,ai,Mia is a college student,7.9078333333333335,suggest,suggest,mia,0.83,block1
C,2321,low_prior,371,28,ai,Jon lives 10 miles away from work,7.9078333333333335,confess,confess,jon,0.63,block1
MC,3430,,371,29,ai,Ballet is a type of dance,7.9078333333333335,MC,MC,ballet,0.84,block1
C,3412,high_prior,371,30,ai,Josh is a 5-year old boy,7.9078333333333335,pretend,pretend,josh,0.78,block1
C,7408,high_prior,371,32,projective,Mia is a college student,7.9078333333333335,suggest,suggest,mia,0.17,block2
C,5213,high_prior,371,33,projective,Tony really likes to party with his friends,7.9078333333333335,say,say,tony,0.09,block2
